Source,Target,Weight,Type
S0028,S0041,3,Undirected
S0028,S0042,1,Undirected
S0028,S0043,4,Undirected
S0028,S0044,4,Undirected
S0028,S0045,2,Undirected
S0028,S0046,8,Undirected
S0028,S0047,5,Undirected
S0028,S0048,5,Undirected
S0028,S0049,3,Undirected
S0028,S0050,2,Undirected
S0029,S0030,1,Undirected
S0029,S0031,7,Undirected
S0029,S0032,3,Undirected
S0029,S0033,6,Undirected
S0029,S0034,5,Undirected
S0029,S0035,3,Undirected
S0029,S0036,3,Undirected
S0029,S0037,4,Undirected
S0029,S0038,5,Undirected
S0029,S0039,5,Undirected
S0029,S0040,3,Undirected
S0029,S0041,2,Undirected
S0029,S0042,1,Undirected
S0029,S0043,6,Undirected
S0029,S0044,4,Undirected
S0029,S0045,2,Undirected
S0029,S0046,2,Undirected
S0029,S0047,2,Undirected
S0029,S0048,4,Undirected
S0029,S0050,2,Undirected
S0030,S0031,5,Undirected
S0030,S0032,6,Undirected
S0030,S0033,1,Undirected
S0030,S0034,2,Undirected
S0030,S0035,4,Undirected
S0030,S0036,6,Undirected
S0030,S0037,1,Undirected
S0030,S0038,2,Undirected
S0030,S0039,5,Undirected
S0030,S0040,5,Undirected
S0030,S0041,1,Undirected
S0030,S0042,2,Undirected
S0030,S0043,5,Undirected
S0030,S0044,5,Undirected
S0030,S0045,5,Undirected
S0030,S0046,2,Undirected
S0030,S0047,3,Undirected
S0030,S0048,3,Undirected
S0030,S0049,2,Undirected
S0030,S0050,1,Undirected
S0031,S0032,7,Undirected
S0031,S0033,6,Undirected
S0031,S0034,9,Undirected
S0031,S0035,7,Undirected
S0031,S0036,9,Undirected
S0031,S0037,5,Undirected
S0031,S0038,6,Undirected
S0031,S0039,7,Undirected
S0031,S0040,7,Undirected
S0031,S0041,7,Undirected
S0031,S0042,3,Undirected
S0031,S0043,8,Undirected
S0031,S0044,5,Undirected
S0031,S0045,6,Undirected
S0031,S0046,7,Undirected
S0031,S0047,7,Undirected
S0031,S0048,7,Undirected
S0031,S0049,4,Undirected
S0031,S0050,6,Undirected
S0032,S0033,5,Undirected
S0032,S0034,4,Undirected
S0032,S0035,8,Undirected
S0032,S0036,6,Undirected
S0032,S0037,6,Undirected
S0032,S0038,2,Undirected
S0032,S0039,6,Undirected
S0032,S0040,8,Undirected
S0032,S0041,7,Undirected
S0032,S0042,3,Undirected
S0032,S0043,4,Undirected
S0032,S0044,5,Undirected
S0032,S0045,7,Undirected
S0032,S0046,5,Undirected
S0032,S0047,9,Undirected
S0032,S0048,9,Undirected
S0032,S0049,2,Undirected
S0032,S0050,3,Undirected
S0033,S0034,5,Undirected
S0033,S0035,8,Undirected
S0033,S0036,2,Undirected
S0033,S0037,6,Undirected
S0033,S0038,4,Undirected
S0033,S0039,3,Undirected
S0033,S0040,7,Undirected
S0033,S0041,4,Undirected
S0033,S0042,3,Undirected
S0033,S0043,4,Undirected
S0033,S0044,2,Undirected
S0033,S0046,5,Undirected
S0033,S0047,7,Undirected
S0033,S0048,5,Undirected
S0033,S0049,1,Undirected
S0033,S0050,2,Undirected
S0034,S0035,5,Undirected
S0034,S0036,5,Undirected
S0034,S0037,3,Undirected
S0034,S0038,4,Undirected
S0034,S0039,4,Undirected
S0034,S0040,5,Undirected
S0034,S0041,4,Undirected
S0034,S0042,4,Undirected
S0034,S0043,5,Undirected
S0034,S0044,2,Undirected
S0034,S0045,2,Undirected
S0034,S0046,4,Undirected
S0034,S0047,3,Undirected
S0034,S0048,3,Undirected
S0034,S0049,3,Undirected
S0034,S0050,5,Undirected
S0035,S0036,5,Undirected
S0035,S0037,5,Undirected
S0035,S0038,6,Undirected
S0035,S0039,3,Undirected
S0035,S0040,10,Undirected
S0035,S0041,8,Undirected
S0035,S0042,3,Undirected
S0035,S0043,3,Undirected
S0035,S0044,3,Undirected
S0035,S0045,2,Undirected
S0035,S0046,7,Undirected
S0035,S0047,7,Undirected
S0035,S0048,7,Undirected
S0035,S0049,6,Undirected
S0035,S0050,6,Undirected
S0036,S0037,3,Undirected
S0036,S0038,1,Undirected
S0036,S0039,5,Undirected
S0036,S0040,7,Undirected
S0036,S0041,4,Undirected
S0036,S0042,2,Undirected
S0036,S0043,5,Undirected
S0036,S0044,5,Undirected
S0036,S0045,7,Undirected
S0036,S0046,3,Undirected
S0036,S0047,4,Undirected
S0036,S0048,4,Undirected
S0036,S0049,2,Undirected
S0036,S0050,1,Undirected
S0037,S0038,4,Undirected
S0037,S0039,5,Undirected
S0037,S0040,3,Undirected
S0037,S0041,7,Undirected
S0037,S0043,3,Undirected
S0037,S0044,2,Undirected
S0037,S0045,4,Undirected
S0037,S0046,4,Undirected
S0037,S0047,6,Undirected
S0037,S0048,9,Undirected
S0037,S0049,2,Undirected
S0037,S0050,1,Undirected
S0038,S0039,6,Undirected
S0038,S0040,2,Undirected
S0038,S0041,5,Undirected
S0038,S0043,5,Undirected
S0038,S0044,2,Undirected
S0038,S0045,2,Undirected
S0038,S0046,3,Undirected
S0038,S0047,1,Undirected
S0038,S0048,5,Undirected
S0038,S0049,5,Undirected
S0038,S0050,6,Undirected
S0039,S0040,5,Undirected
S0039,S0041,3,Undirected
S0039,S0042,1,Undirected
S0039,S0043,9,Undirected
S0039,S0044,5,Undirected
S0039,S0045,8,Undirected
S0039,S0047,2,Undirected
S0039,S0048,5,Undirected
S0039,S0049,1,Undirected
S0039,S0050,2,Undirected
S0040,S0041,4,Undirected
S0040,S0042,3,Undirected
S0040,S0043,5,Undirected
S0040,S0044,4,Undirected
S0040,S0045,4,Undirected
S0040,S0046,4,Undirected
S0040,S0047,6,Undirected
S0040,S0048,4,Undirected
S0040,S0049,2,Undirected
S0040,S0050,2,Undirected
S0041,S0042,2,Undirected
S0041,S0043,1,Undirected
S0041,S0045,5,Undirected
S0041,S0046,6,Undirected
S0041,S0047,7,Undirected
S0041,S0048,9,Undirected
S0041,S0049,5,Undirected
S0041,S0050,7,Undirected
S0042,S0043,1,Undirected
S0042,S0044,2,Undirected
S0042,S0045,1,Undirected
S0042,S0046,1,Undirected
S0042,S0047,3,Undirected
S0042,S0048,1,Undirected
S0042,S0050,2,Undirected
S0043,S0044,5,Undirected
S0043,S0045,6,Undirected
S0043,S0046,3,Undirected
S0043,S0047,1,Undirected
S0043,S0048,5,Undirected
S0043,S0049,2,Undirected
S0043,S0050,1,Undirected
S0044,S0045,4,Undirected
S0044,S0046,3,Undirected
S0044,S0047,3,Undirected
S0044,S0048,3,Undirected
S0044,S0049,1,Undirected
S0045,S0047,3,Undirected
S0045,S0048,6,Undirected
S0045,S0049,1,Undirected
S0045,S0050,1,Undirected
S0046,S0047,6,Undirected
S0046,S0048,7,Undirected
S0046,S0049,6,Undirected
S0046,S0050,5,Undirected
S0047,S0048,6,Undirected
S0047,S0049,1,Undirected
S0047,S0050,3,Undirected
S0048,S0049,5,Undirected
S0048,S0050,4,Undirected
S0049,S0050,5,Undirected
