studentId,resourceId,timestamp,rating,comment
S0043,R0055,2023-09-20T08:33:28.971208,4,Great content on a topic I enjoy!
S0043,R0084,2023-09-25T09:11:41.380208,4,Excellent explanation!
S0043,R0093,2023-09-14T19:28:42.771478,5,"Really helpful, thanks."
S0043,R0095,2023-09-05T06:37:24.841890,4,Well presented.
S0043,R0058,2023-09-04T15:49:31.638189,4,"Really helpful, thanks."
S0043,R0118,2023-09-10T06:32:44.319042,5,Very clear.
S0043,R0121,2023-09-25T20:12:37.547027,3,Decent overview.
S0043,R0119,2023-09-22T23:49:50.383016,3,Helped a little.
S0043,R0082,2023-09-26T11:00:50.110691,4,Very clear.
S0043,R0057,2023-09-18T22:17:53.390641,3,Covered the basics.
S0043,R0138,2023-09-22T15:02:30.748589,5,Excellent explanation!
S0043,R0040,2023-09-09T03:07:16.574219,3,Decent overview.
S0043,R0149,2023-09-08T19:30:58.704416,4,Very clear.
S0043,R0051,2023-09-23T00:36:26.400519,5,Loved this resource.
S0044,R0088,2023-09-23T15:14:21.966075,4,"Really helpful, thanks."
S0044,R0132,2023-09-08T05:38:42.798774,4,Excellent explanation!
S0044,R0047,2023-09-27T18:27:33.132915,5,Perfect for my mixed style.
S0044,R0125,2023-09-18T00:28:07.150447,5,Loved this resource.
S0044,R0009,2023-09-01T19:06:19.947488,5,Very clear.
S0044,R0146,2023-09-19T21:30:17.221204,5,Very clear.
S0044,R0064,2023-09-07T11:44:38.191486,5,Excellent explanation!
S0044,R0027,2023-09-07T07:52:24.605885,4,Very clear.
S0044,R0098,2023-09-29T00:40:25.954706,4,Perfect for my mixed style.
S0044,R0021,2023-09-02T20:25:50.122245,4,Loved this resource.
S0045,R0025,2023-09-28T14:43:21.746958,4,Perfect for my kinaesthetic style.
S0045,R0137,2023-09-27T02:10:55.859314,3,Covered the basics.
S0045,R0085,2023-09-21T22:00:47.179888,3,Covered the basics.
S0045,R0004,2023-09-12T17:36:02.990380,4,Loved this resource.
S0045,R0023,2023-09-10T22:50:39.359567,4,"Really helpful, thanks."
S0045,R0111,2023-09-27T06:56:32.812193,4,Loved this resource.
S0045,R0019,2023-09-06T06:04:14.005314,4,Well presented.
S0045,R0094,2023-09-17T05:05:09.717545,2,More examples would be good.
S0045,R0022,2023-09-07T10:41:18.398447,4,Excellent explanation!
S0046,R0036,2023-09-17T23:33:25.933910,4,Very clear.
S0046,R0149,2023-09-03T01:33:58.151640,4,Well presented.
S0046,R0114,2023-09-26T06:06:39.621102,4,Excellent explanation!
S0046,R0097,2023-09-05T03:41:02.436002,5,Loved this resource.
S0046,R0051,2023-09-02T16:22:38.846657,4,Great content on a topic I enjoy!
S0046,R0103,2023-09-04T18:03:59.567283,4,Excellent explanation!
S0046,R0014,2023-09-06T18:47:32.347877,4,Well presented.
S0046,R0120,2023-09-19T04:10:26.768480,4,Excellent explanation!
S0047,R0096,2023-09-02T21:26:23.163501,4,"Really helpful, thanks."
S0047,R0094,2023-09-29T20:50:55.670065,4,Great content on a topic I enjoy!
S0047,R0135,2023-09-01T13:18:38.931314,4,Loved this resource.
S0047,R0112,2023-09-21T14:55:57.441744,4,Very clear.
S0047,R0091,2023-09-20T04:43:51.821123,5,Excellent explanation!
S0047,R0043,2023-09-08T07:54:21.067115,4,Well presented.
S0047,R0074,2023-09-19T01:28:02.109552,4,Very clear.
S0047,R0030,2023-09-15T10:25:34.996737,4,Excellent explanation!
S0048,R0063,2023-09-02T03:25:34.941034,4,"Really helpful, thanks."
S0048,R0019,2023-09-25T05:19:17.713284,4,Excellent explanation!
S0048,R0074,2023-09-27T05:43:35.224442,3,It was okay.
S0048,R0050,2023-09-25T17:09:54.306982,4,Excellent explanation!
S0048,R0047,2023-09-01T06:43:54.984353,4,Excellent explanation!
S0048,R0091,2023-09-03T16:41:38.815960,4,Great content on a topic I enjoy!
S0048,R0051,2023-09-25T05:39:10.830150,4,Very clear.
S0048,R0003,2023-09-04T06:41:14.507660,4,"Really helpful, thanks."
S0048,R0060,2023-09-20T16:09:41.842186,4,Well presented.
S0048,R0021,2023-09-29T05:31:02.740213,4,Great content on a topic I enjoy!
S0048,R0067,2023-09-10T02:42:34.594676,4,Great content on a topic I enjoy!
S0048,R0140,2023-09-16T01:17:36.155743,3,Decent overview.
S0048,R0104,2023-09-20T14:42:06.176076,5,Great content on a topic I enjoy!
S0048,R0124,2023-09-14T14:37:30.359655,4,Great content on a topic I enjoy!
S0049,R0051,2023-09-29T03:13:15.434232,3,Decent overview.
S0049,R0063,2023-09-24T16:42:14.042812,3,Neither good nor bad.
S0049,R0145,2023-09-25T20:11:09.960100,3,It was okay.
S0049,R0086,2023-09-03T23:26:23.106301,3,It was okay.
S0049,R0142,2023-09-23T23:04:52.199328,3,It was okay.
S0049,R0001,2023-09-19T23:35:55.696410,3,Covered the basics.
S0049,R0073,2023-09-25T11:38:41.776672,3,Covered the basics.
S0049,R0085,2023-09-21T18:16:32.866309,4,Very clear.
S0049,R0024,2023-09-11T07:10:36.224742,3,Decent overview.
S0049,R0126,2023-09-27T00:13:35.308560,3,It was okay.
S0049,R0089,2023-09-04T02:26:42.748230,4,Loved this resource.
S0049,R0071,2023-09-07T06:03:01.062147,3,Neither good nor bad.
S0050,R0094,2023-09-23T09:24:46.947065,4,Excellent explanation!
S0050,R0060,2023-09-28T02:58:28.428452,4,Well presented.
S0050,R0054,2023-09-06T00:51:38.116970,4,Well presented.
S0050,R0063,2023-09-13T03:23:26.387161,4,Loved this resource.
S0050,R0112,2023-09-24T08:08:18.939286,5,Loved this resource.
S0050,R0032,2023-09-22T08:49:32.805417,5,Perfect for my audio style.
S0050,R0143,2023-09-04T20:20:22.283158,4,Great content on a topic I enjoy!
