Source,Target,Weight,Type
S0017,S0117,2,Undirected
S0017,S0119,1,Undirected
S0017,S0120,3,Undirected
S0017,S0121,1,Undirected
S0017,S0126,1,Undirected
S0017,S0127,1,Undirected
S0017,S0130,3,Undirected
S0017,S0133,1,Undirected
S0017,S0135,1,Undirected
S0017,S0137,1,Undirected
S0017,S0140,3,Undirected
S0017,S0141,2,Undirected
S0017,S0145,2,Undirected
S0017,S0149,4,Undirected
S0017,S0154,2,Undirected
S0017,S0158,1,Undirected
S0017,S0160,3,Undirected
S0017,S0162,2,Undirected
S0017,S0163,1,Undirected
S0017,S0166,4,Undirected
S0017,S0167,2,Undirected
S0017,S0168,4,Undirected
S0017,S0169,3,Undirected
S0017,S0170,1,Undirected
S0017,S0171,1,Undirected
S0017,S0179,2,Undirected
S0017,S0181,3,Undirected
S0017,S0182,1,Undirected
S0017,S0183,3,Undirected
S0017,S0185,2,Undirected
S0017,S0194,1,Undirected
S0017,S0197,2,Undirected
S0017,S0200,1,Undirected
S0017,S0203,2,Undirected
S0017,S0206,1,Undirected
S0017,S0207,1,Undirected
S0017,S0208,1,Undirected
S0017,S0210,3,Undirected
S0017,S0213,1,Undirected
S0017,S0214,2,Undirected
S0017,S0215,1,Undirected
S0017,S0218,2,Undirected
S0017,S0219,3,Undirected
S0017,S0221,2,Undirected
S0017,S0222,1,Undirected
S0017,S0226,3,Undirected
S0017,S0235,1,Undirected
S0017,S0237,1,Undirected
S0017,S0238,1,Undirected
S0017,S0239,1,Undirected
S0017,S0241,2,Undirected
S0017,S0243,1,Undirected
S0017,S0248,1,Undirected
S0017,S0249,1,Undirected
S0018,S0021,1,Undirected
S0018,S0022,2,Undirected
S0018,S0023,1,Undirected
S0018,S0025,1,Undirected
S0018,S0028,2,Undirected
S0018,S0029,4,Undirected
S0018,S0030,3,Undirected
S0018,S0031,1,Undirected
S0018,S0033,1,Undirected
S0018,S0037,1,Undirected
S0018,S0038,1,Undirected
S0018,S0040,3,Undirected
S0018,S0043,2,Undirected
S0018,S0045,2,Undirected
S0018,S0046,2,Undirected
S0018,S0050,1,Undirected
S0018,S0051,1,Undirected
S0018,S0054,1,Undirected
S0018,S0055,1,Undirected
S0018,S0057,2,Undirected
S0018,S0058,1,Undirected
S0018,S0060,1,Undirected
S0018,S0061,1,Undirected
S0018,S0063,1,Undirected
S0018,S0064,1,Undirected
S0018,S0068,2,Undirected
S0018,S0069,2,Undirected
S0018,S0070,1,Undirected
S0018,S0071,2,Undirected
S0018,S0079,2,Undirected
S0018,S0081,1,Undirected
S0018,S0089,1,Undirected
S0018,S0090,2,Undirected
S0018,S0092,1,Undirected
S0018,S0094,2,Undirected
S0018,S0095,1,Undirected
S0018,S0096,1,Undirected
S0018,S0097,2,Undirected
S0018,S0098,1,Undirected
S0018,S0100,1,Undirected
S0018,S0101,1,Undirected
S0018,S0102,2,Undirected
S0018,S0106,2,Undirected
S0018,S0107,1,Undirected
S0018,S0108,1,Undirected
S0018,S0109,1,Undirected
S0018,S0110,3,Undirected
S0018,S0112,2,Undirected
S0018,S0114,1,Undirected
S0018,S0115,2,Undirected
S0018,S0116,2,Undirected
S0018,S0117,1,Undirected
S0018,S0119,2,Undirected
S0018,S0120,3,Undirected
S0018,S0122,1,Undirected
S0018,S0125,1,Undirected
S0018,S0126,1,Undirected
S0018,S0127,2,Undirected
S0018,S0130,1,Undirected
S0018,S0131,1,Undirected
S0018,S0133,2,Undirected
S0018,S0137,1,Undirected
S0018,S0138,2,Undirected
S0018,S0140,3,Undirected
S0018,S0141,2,Undirected
S0018,S0142,1,Undirected
S0018,S0145,2,Undirected
S0018,S0147,1,Undirected
S0018,S0148,1,Undirected
S0018,S0149,2,Undirected
S0018,S0153,1,Undirected
S0018,S0155,1,Undirected
S0018,S0157,1,Undirected
S0018,S0158,2,Undirected
S0018,S0159,1,Undirected
S0018,S0160,4,Undirected
S0018,S0162,2,Undirected
S0018,S0165,1,Undirected
S0018,S0166,3,Undirected
S0018,S0167,1,Undirected
S0018,S0168,3,Undirected
S0018,S0169,2,Undirected
S0018,S0171,3,Undirected
S0018,S0173,1,Undirected
S0018,S0179,2,Undirected
S0018,S0181,3,Undirected
S0018,S0182,2,Undirected
S0018,S0183,2,Undirected
S0018,S0185,1,Undirected
S0018,S0194,1,Undirected
S0018,S0197,1,Undirected
S0018,S0199,1,Undirected
S0018,S0200,1,Undirected
S0018,S0203,3,Undirected
S0018,S0207,2,Undirected
S0018,S0208,1,Undirected
S0018,S0210,3,Undirected
S0018,S0212,1,Undirected
S0018,S0214,2,Undirected
S0018,S0215,2,Undirected
S0018,S0218,4,Undirected
S0018,S0219,3,Undirected
S0018,S0221,1,Undirected
S0018,S0222,2,Undirected
S0018,S0225,1,Undirected
S0018,S0226,1,Undirected
S0018,S0227,1,Undirected
S0018,S0233,2,Undirected
S0018,S0234,1,Undirected
S0018,S0235,1,Undirected
S0018,S0238,2,Undirected
S0018,S0239,3,Undirected
S0018,S0240,2,Undirected
S0018,S0241,4,Undirected
S0018,S0244,1,Undirected
S0018,S0245,1,Undirected
S0018,S0248,1,Undirected
S0018,S0249,1,Undirected
S0019,S0020,1,Undirected
S0019,S0023,1,Undirected
S0019,S0026,1,Undirected
S0019,S0030,1,Undirected
S0019,S0036,1,Undirected
S0019,S0037,1,Undirected
S0019,S0040,1,Undirected
S0019,S0041,1,Undirected
S0019,S0044,1,Undirected
S0019,S0058,1,Undirected
S0019,S0060,1,Undirected
S0019,S0066,1,Undirected
S0019,S0095,1,Undirected
S0019,S0099,1,Undirected
S0019,S0100,1,Undirected
S0019,S0102,1,Undirected
S0019,S0114,1,Undirected
S0019,S0124,1,Undirected
S0019,S0133,1,Undirected
S0019,S0139,1,Undirected
S0019,S0141,1,Undirected
S0019,S0143,1,Undirected
S0019,S0146,1,Undirected
S0019,S0148,1,Undirected
S0019,S0158,1,Undirected
S0019,S0164,1,Undirected
S0019,S0168,1,Undirected
S0019,S0200,1,Undirected
S0019,S0212,1,Undirected
S0019,S0231,1,Undirected
S0019,S0237,1,Undirected
S0019,S0239,1,Undirected
S0019,S0244,1,Undirected
S0020,S0022,1,Undirected
S0020,S0023,2,Undirected
S0020,S0024,1,Undirected
S0020,S0026,2,Undirected
S0020,S0030,2,Undirected
S0020,S0033,1,Undirected
S0020,S0036,2,Undirected
S0020,S0037,2,Undirected
S0020,S0040,2,Undirected
S0020,S0041,2,Undirected
S0020,S0044,2,Undirected
S0020,S0049,1,Undirected
S0020,S0050,1,Undirected
S0020,S0053,1,Undirected
S0020,S0055,1,Undirected
S0020,S0058,2,Undirected
S0020,S0060,1,Undirected
S0020,S0063,1,Undirected
S0020,S0066,2,Undirected
S0020,S0068,1,Undirected
S0020,S0072,2,Undirected
S0020,S0075,2,Undirected
S0020,S0077,2,Undirected
S0020,S0080,1,Undirected
S0020,S0081,2,Undirected
S0020,S0084,1,Undirected
S0020,S0086,1,Undirected
S0020,S0090,1,Undirected
S0020,S0093,2,Undirected
S0020,S0095,3,Undirected
S0020,S0097,2,Undirected
S0020,S0099,1,Undirected
S0020,S0100,1,Undirected
S0020,S0102,1,Undirected
S0020,S0105,1,Undirected
S0020,S0106,2,Undirected
S0020,S0107,1,Undirected
S0020,S0113,2,Undirected
S0020,S0114,1,Undirected
S0020,S0117,1,Undirected
S0020,S0120,2,Undirected
S0020,S0124,1,Undirected
S0020,S0125,1,Undirected
S0020,S0129,1,Undirected
S0020,S0130,1,Undirected
S0020,S0131,1,Undirected
S0020,S0132,2,Undirected
S0020,S0133,2,Undirected
S0020,S0138,1,Undirected
S0020,S0139,2,Undirected
S0020,S0141,1,Undirected
S0020,S0142,1,Undirected
S0020,S0143,1,Undirected
S0020,S0144,1,Undirected
S0020,S0146,2,Undirected
S0020,S0148,3,Undirected
S0020,S0152,2,Undirected
S0020,S0153,2,Undirected
S0020,S0158,2,Undirected
S0020,S0162,2,Undirected
S0020,S0164,1,Undirected
S0020,S0165,1,Undirected
S0020,S0168,2,Undirected
S0020,S0170,2,Undirected
S0020,S0171,2,Undirected
S0020,S0172,1,Undirected
S0020,S0176,1,Undirected
S0020,S0181,1,Undirected
S0020,S0182,1,Undirected
S0020,S0192,1,Undirected
S0020,S0193,1,Undirected
S0020,S0196,1,Undirected
S0020,S0197,1,Undirected
S0020,S0199,2,Undirected
S0020,S0200,2,Undirected
S0020,S0202,2,Undirected
S0020,S0212,1,Undirected
S0020,S0214,1,Undirected
S0020,S0218,1,Undirected
S0020,S0222,1,Undirected
S0020,S0224,1,Undirected
S0020,S0226,1,Undirected
S0020,S0228,1,Undirected
S0020,S0230,1,Undirected
S0020,S0231,1,Undirected
S0020,S0232,1,Undirected
S0020,S0236,1,Undirected
S0020,S0237,1,Undirected
S0020,S0239,1,Undirected
S0020,S0241,1,Undirected
S0020,S0244,2,Undirected
S0020,S0250,2,Undirected
S0021,S0023,2,Undirected
S0021,S0024,1,Undirected
S0021,S0025,1,Undirected
S0021,S0026,1,Undirected
S0021,S0027,2,Undirected
S0021,S0028,1,Undirected
S0021,S0029,3,Undirected
S0021,S0030,2,Undirected
S0021,S0031,1,Undirected
S0021,S0032,2,Undirected
S0021,S0033,1,Undirected
S0021,S0034,2,Undirected
S0021,S0036,1,Undirected
S0021,S0038,2,Undirected
S0021,S0041,4,Undirected
S0021,S0044,1,Undirected
S0021,S0046,1,Undirected
S0021,S0047,1,Undirected
S0021,S0048,2,Undirected
S0021,S0050,1,Undirected
S0021,S0051,3,Undirected
S0021,S0052,1,Undirected
S0021,S0053,1,Undirected
S0021,S0054,1,Undirected
S0021,S0055,1,Undirected
S0021,S0056,2,Undirected
S0021,S0057,1,Undirected
S0021,S0058,3,Undirected
S0021,S0059,1,Undirected
S0021,S0061,1,Undirected
S0021,S0062,4,Undirected
S0021,S0063,3,Undirected
S0021,S0064,1,Undirected
S0021,S0066,1,Undirected
S0021,S0067,2,Undirected
S0021,S0068,1,Undirected
S0021,S0069,4,Undirected
S0021,S0070,1,Undirected
S0021,S0071,1,Undirected
S0021,S0073,1,Undirected
S0021,S0074,3,Undirected
S0021,S0075,1,Undirected
S0021,S0076,1,Undirected
S0021,S0077,1,Undirected
S0021,S0080,1,Undirected
S0021,S0083,4,Undirected
S0021,S0084,1,Undirected
S0021,S0085,4,Undirected
S0021,S0086,3,Undirected
S0021,S0087,1,Undirected
S0021,S0088,2,Undirected
S0021,S0089,2,Undirected
S0021,S0091,1,Undirected
S0021,S0092,1,Undirected
S0021,S0094,3,Undirected
S0021,S0095,2,Undirected
S0021,S0096,1,Undirected
S0021,S0099,1,Undirected
S0021,S0100,1,Undirected
S0021,S0101,3,Undirected
S0021,S0102,1,Undirected
S0021,S0104,1,Undirected
S0021,S0105,4,Undirected
S0021,S0106,1,Undirected
S0021,S0107,1,Undirected
S0021,S0109,1,Undirected
S0021,S0110,3,Undirected
S0021,S0111,2,Undirected
S0021,S0112,3,Undirected
S0021,S0114,3,Undirected
S0021,S0115,1,Undirected
S0021,S0117,1,Undirected
S0021,S0120,1,Undirected
S0021,S0121,3,Undirected
S0021,S0122,2,Undirected
S0021,S0124,2,Undirected
S0021,S0126,3,Undirected
S0021,S0127,1,Undirected
S0021,S0129,1,Undirected
S0021,S0130,1,Undirected
S0021,S0131,1,Undirected
S0021,S0133,1,Undirected
S0021,S0134,2,Undirected
S0021,S0135,1,Undirected
S0021,S0136,3,Undirected
S0021,S0137,3,Undirected
S0021,S0138,2,Undirected
S0021,S0139,1,Undirected
S0021,S0140,1,Undirected
S0021,S0141,3,Undirected
S0021,S0142,1,Undirected
S0021,S0143,1,Undirected
S0021,S0144,1,Undirected
S0021,S0145,2,Undirected
S0021,S0147,4,Undirected
S0021,S0148,1,Undirected
S0021,S0149,1,Undirected
S0021,S0150,1,Undirected
S0021,S0151,2,Undirected
S0021,S0152,1,Undirected
S0021,S0153,2,Undirected
S0021,S0155,2,Undirected
S0021,S0156,3,Undirected
S0021,S0157,3,Undirected
S0021,S0158,1,Undirected
S0021,S0159,1,Undirected
S0021,S0160,3,Undirected
S0021,S0161,2,Undirected
S0021,S0162,1,Undirected
S0021,S0163,1,Undirected
S0021,S0164,2,Undirected
S0021,S0165,1,Undirected
S0021,S0166,2,Undirected
S0021,S0167,2,Undirected
S0021,S0168,1,Undirected
S0021,S0169,3,Undirected
S0021,S0170,1,Undirected
S0021,S0171,2,Undirected
S0021,S0172,1,Undirected
S0021,S0173,4,Undirected
S0021,S0174,2,Undirected
S0021,S0176,1,Undirected
S0021,S0177,2,Undirected
S0021,S0178,3,Undirected
S0021,S0179,3,Undirected
S0021,S0180,1,Undirected
S0021,S0182,2,Undirected
S0021,S0183,3,Undirected
S0021,S0184,1,Undirected
S0021,S0187,2,Undirected
S0021,S0188,2,Undirected
S0021,S0189,1,Undirected
S0021,S0192,1,Undirected
S0021,S0193,3,Undirected
S0021,S0194,1,Undirected
S0021,S0195,2,Undirected
S0021,S0196,2,Undirected
S0021,S0197,3,Undirected
S0021,S0198,2,Undirected
S0021,S0199,2,Undirected
S0021,S0200,1,Undirected
S0021,S0201,3,Undirected
S0021,S0202,3,Undirected
S0021,S0203,2,Undirected
S0021,S0206,2,Undirected
S0021,S0207,3,Undirected
S0021,S0209,1,Undirected
S0021,S0210,1,Undirected
S0021,S0211,3,Undirected
S0021,S0213,2,Undirected
S0021,S0214,1,Undirected
S0021,S0215,2,Undirected
S0021,S0216,1,Undirected
S0021,S0217,1,Undirected
S0021,S0218,2,Undirected
S0021,S0219,1,Undirected
S0021,S0220,3,Undirected
S0021,S0221,3,Undirected
S0021,S0223,1,Undirected
S0021,S0226,1,Undirected
S0021,S0227,1,Undirected
S0021,S0231,2,Undirected
S0021,S0232,4,Undirected
S0021,S0233,3,Undirected
S0021,S0235,1,Undirected
S0021,S0237,2,Undirected
S0021,S0238,1,Undirected
S0021,S0239,1,Undirected
S0021,S0240,1,Undirected
S0021,S0241,2,Undirected
S0021,S0243,3,Undirected
S0021,S0245,3,Undirected
S0021,S0246,1,Undirected
S0021,S0247,2,Undirected
S0021,S0248,3,Undirected
S0021,S0249,1,Undirected
S0021,S0250,3,Undirected
S0022,S0023,2,Undirected
S0022,S0025,2,Undirected
S0022,S0028,1,Undirected
S0022,S0029,4,Undirected
S0022,S0030,3,Undirected
S0022,S0031,1,Undirected
S0022,S0032,1,Undirected
S0022,S0033,2,Undirected
S0022,S0035,4,Undirected
S0022,S0036,1,Undirected
S0022,S0037,1,Undirected
S0022,S0040,8,Undirected
S0022,S0041,2,Undirected
S0022,S0042,3,Undirected
S0022,S0043,3,Undirected
S0022,S0045,2,Undirected
S0022,S0046,3,Undirected
S0022,S0049,1,Undirected
S0022,S0051,1,Undirected
S0022,S0053,1,Undirected
S0022,S0054,3,Undirected
S0022,S0055,2,Undirected
S0022,S0056,1,Undirected
S0022,S0057,3,Undirected
S0022,S0059,2,Undirected
S0022,S0060,2,Undirected
S0022,S0062,1,Undirected
S0022,S0063,2,Undirected
S0022,S0065,1,Undirected
S0022,S0067,2,Undirected
S0022,S0068,3,Undirected
S0022,S0070,2,Undirected
S0022,S0071,2,Undirected
S0022,S0072,3,Undirected
S0022,S0073,1,Undirected
S0022,S0075,2,Undirected
S0022,S0077,5,Undirected
S0022,S0078,3,Undirected
S0022,S0079,2,Undirected
S0022,S0080,2,Undirected
S0022,S0081,2,Undirected
S0022,S0084,1,Undirected
S0022,S0086,5,Undirected
S0022,S0088,1,Undirected
S0022,S0089,2,Undirected
S0022,S0090,3,Undirected
S0022,S0091,1,Undirected
S0022,S0092,1,Undirected
S0022,S0093,3,Undirected
S0022,S0094,4,Undirected
S0022,S0095,5,Undirected
S0022,S0096,1,Undirected
S0022,S0097,2,Undirected
S0022,S0098,3,Undirected
S0022,S0102,1,Undirected
S0022,S0103,1,Undirected
S0022,S0104,2,Undirected
S0022,S0106,4,Undirected
S0022,S0107,2,Undirected
S0022,S0109,1,Undirected
S0022,S0110,3,Undirected
S0022,S0111,1,Undirected
S0022,S0112,2,Undirected
S0022,S0113,4,Undirected
S0022,S0116,2,Undirected
S0022,S0117,2,Undirected
S0022,S0118,1,Undirected
S0022,S0119,3,Undirected
S0022,S0120,6,Undirected
S0022,S0121,2,Undirected
S0022,S0123,3,Undirected
S0022,S0126,1,Undirected
S0022,S0127,1,Undirected
S0022,S0129,3,Undirected
S0022,S0130,5,Undirected
S0022,S0132,3,Undirected
S0022,S0133,2,Undirected
S0022,S0134,1,Undirected
S0022,S0135,2,Undirected
S0022,S0137,2,Undirected
S0022,S0139,3,Undirected
S0022,S0140,4,Undirected
S0022,S0141,3,Undirected
S0022,S0142,2,Undirected
S0022,S0143,1,Undirected
S0022,S0144,2,Undirected
S0022,S0145,2,Undirected
S0022,S0147,1,Undirected
S0022,S0148,1,Undirected
S0022,S0149,6,Undirected
S0022,S0151,2,Undirected
S0022,S0152,3,Undirected
S0022,S0153,2,Undirected
S0022,S0154,2,Undirected
S0022,S0155,1,Undirected
S0022,S0156,1,Undirected
S0022,S0157,1,Undirected
S0022,S0158,2,Undirected
S0022,S0160,3,Undirected
S0022,S0161,1,Undirected
S0022,S0162,4,Undirected
S0022,S0163,1,Undirected
S0022,S0165,1,Undirected
S0022,S0166,4,Undirected
S0022,S0167,2,Undirected
S0022,S0168,5,Undirected
S0022,S0169,3,Undirected
S0022,S0170,4,Undirected
S0022,S0171,6,Undirected
S0022,S0173,1,Undirected
S0022,S0175,1,Undirected
S0022,S0177,2,Undirected
S0022,S0178,3,Undirected
S0022,S0179,3,Undirected
S0022,S0181,3,Undirected
S0022,S0182,1,Undirected
S0022,S0183,4,Undirected
S0022,S0185,3,Undirected
S0022,S0186,1,Undirected
S0022,S0190,1,Undirected
S0022,S0191,3,Undirected
S0022,S0192,2,Undirected
S0022,S0193,1,Undirected
S0022,S0194,1,Undirected
S0022,S0195,1,Undirected
S0022,S0196,1,Undirected
S0022,S0197,3,Undirected
S0022,S0199,3,Undirected
S0022,S0200,1,Undirected
S0022,S0202,3,Undirected
S0022,S0203,2,Undirected
S0022,S0205,3,Undirected
S0022,S0206,1,Undirected
S0022,S0207,4,Undirected
S0022,S0208,1,Undirected
S0022,S0210,6,Undirected
S0022,S0212,2,Undirected
S0022,S0213,3,Undirected
S0022,S0214,2,Undirected
S0022,S0215,3,Undirected
S0022,S0216,1,Undirected
S0022,S0218,5,Undirected
S0022,S0219,3,Undirected
S0022,S0221,2,Undirected
S0022,S0222,2,Undirected
S0022,S0223,1,Undirected
S0022,S0224,4,Undirected
S0022,S0225,1,Undirected
S0022,S0226,4,Undirected
S0022,S0227,3,Undirected
S0022,S0228,1,Undirected
S0022,S0229,2,Undirected
S0022,S0230,4,Undirected
S0022,S0232,1,Undirected
S0022,S0233,1,Undirected
S0022,S0234,2,Undirected
S0022,S0235,2,Undirected
S0022,S0236,1,Undirected
S0022,S0237,1,Undirected
S0022,S0238,2,Undirected
S0022,S0239,1,Undirected
S0022,S0241,3,Undirected
S0022,S0242,1,Undirected
S0022,S0243,2,Undirected
S0022,S0244,1,Undirected
S0022,S0248,2,Undirected
S0022,S0249,1,Undirected
S0022,S0250,3,Undirected
S0023,S0024,1,Undirected
S0023,S0025,1,Undirected
S0023,S0026,3,Undirected
S0023,S0029,2,Undirected
S0023,S0030,4,Undirected
S0023,S0035,1,Undirected
S0023,S0036,4,Undirected
S0023,S0037,5,Undirected
S0023,S0038,1,Undirected
S0023,S0040,2,Undirected
S0023,S0041,1,Undirected
S0023,S0042,1,Undirected
S0023,S0043,2,Undirected
S0023,S0044,3,Undirected
S0023,S0047,1,Undirected
S0023,S0050,1,Undirected
S0023,S0051,2,Undirected
S0023,S0055,1,Undirected
S0023,S0058,2,Undirected
S0023,S0059,1,Undirected
S0023,S0060,4,Undirected
S0023,S0062,2,Undirected
S0023,S0063,1,Undirected
S0023,S0066,3,Undirected
S0023,S0067,1,Undirected
S0023,S0068,1,Undirected
S0023,S0069,4,Undirected
S0023,S0076,1,Undirected
S0023,S0077,1,Undirected
S0023,S0078,1,Undirected
S0023,S0079,1,Undirected
S0023,S0080,1,Undirected
S0023,S0081,1,Undirected
S0023,S0082,2,Undirected
S0023,S0083,1,Undirected
S0023,S0084,6,Undirected
S0023,S0085,1,Undirected
S0023,S0086,3,Undirected
S0023,S0087,2,Undirected
S0023,S0089,4,Undirected
S0023,S0091,3,Undirected
S0023,S0092,1,Undirected
S0023,S0094,2,Undirected
S0023,S0095,4,Undirected
S0023,S0096,1,Undirected
S0023,S0097,2,Undirected
S0023,S0098,1,Undirected
S0023,S0099,2,Undirected
S0023,S0100,5,Undirected
S0023,S0101,3,Undirected
S0023,S0102,4,Undirected
S0023,S0103,1,Undirected
S0023,S0107,1,Undirected
S0023,S0108,1,Undirected
S0023,S0112,1,Undirected
S0023,S0114,5,Undirected
S0023,S0115,2,Undirected
S0023,S0118,2,Undirected
S0023,S0119,1,Undirected
S0023,S0121,2,Undirected
S0023,S0122,3,Undirected
S0023,S0123,1,Undirected
S0023,S0124,4,Undirected
S0023,S0125,1,Undirected
S0023,S0126,3,Undirected
S0023,S0127,1,Undirected
S0023,S0131,2,Undirected
S0023,S0132,1,Undirected
S0023,S0133,4,Undirected
S0023,S0134,2,Undirected
S0023,S0138,4,Undirected
S0023,S0139,3,Undirected
S0023,S0140,1,Undirected
S0023,S0141,3,Undirected
S0023,S0142,3,Undirected
S0023,S0143,3,Undirected
S0023,S0146,3,Undirected
S0023,S0147,3,Undirected
S0023,S0148,4,Undirected
S0023,S0149,2,Undirected
S0023,S0151,1,Undirected
S0023,S0153,3,Undirected
S0023,S0154,1,Undirected
S0023,S0155,3,Undirected
S0023,S0156,2,Undirected
S0023,S0157,4,Undirected
S0023,S0158,4,Undirected
S0023,S0159,1,Undirected
S0023,S0160,3,Undirected
S0023,S0161,2,Undirected
S0023,S0164,4,Undirected
S0023,S0165,2,Undirected
S0023,S0167,1,Undirected
S0023,S0168,4,Undirected
S0023,S0169,1,Undirected
S0023,S0170,1,Undirected
S0023,S0171,2,Undirected
S0023,S0172,1,Undirected
S0023,S0173,4,Undirected
S0023,S0175,1,Undirected
S0023,S0176,1,Undirected
S0023,S0178,1,Undirected
S0023,S0179,4,Undirected
S0023,S0181,2,Undirected
S0023,S0182,1,Undirected
S0023,S0183,1,Undirected
S0023,S0188,1,Undirected
S0023,S0189,1,Undirected
S0023,S0191,1,Undirected
S0023,S0193,1,Undirected
S0023,S0195,1,Undirected
S0023,S0196,1,Undirected
S0023,S0197,4,Undirected
S0023,S0199,3,Undirected
S0023,S0200,3,Undirected
S0023,S0201,1,Undirected
S0023,S0202,2,Undirected
S0023,S0205,1,Undirected
S0023,S0207,2,Undirected
S0023,S0210,3,Undirected
S0023,S0212,2,Undirected
S0023,S0213,3,Undirected
S0023,S0214,2,Undirected
S0023,S0215,1,Undirected
S0023,S0218,4,Undirected
S0023,S0222,2,Undirected
S0023,S0224,2,Undirected
S0023,S0226,1,Undirected
S0023,S0227,1,Undirected
S0023,S0229,1,Undirected
S0023,S0230,1,Undirected
S0023,S0231,1,Undirected
S0023,S0232,1,Undirected
S0023,S0233,1,Undirected
S0023,S0235,2,Undirected
S0023,S0236,4,Undirected
S0023,S0237,3,Undirected
S0023,S0238,2,Undirected
S0023,S0239,1,Undirected
S0023,S0240,3,Undirected
S0023,S0241,2,Undirected
S0023,S0243,1,Undirected
S0023,S0244,1,Undirected
S0023,S0245,3,Undirected
S0023,S0248,3,Undirected
S0023,S0250,1,Undirected
S0024,S0025,2,Undirected
S0024,S0026,3,Undirected
S0024,S0027,2,Undirected
S0024,S0028,1,Undirected
S0024,S0030,1,Undirected
S0024,S0032,1,Undirected
S0024,S0033,1,Undirected
S0024,S0034,1,Undirected
S0024,S0036,3,Undirected
S0024,S0037,1,Undirected
S0024,S0041,1,Undirected
S0024,S0044,3,Undirected
S0024,S0048,2,Undirected
S0024,S0050,1,Undirected
S0024,S0051,1,Undirected
S0024,S0054,2,Undirected
S0024,S0055,1,Undirected
S0024,S0056,1,Undirected
S0024,S0058,2,Undirected
S0024,S0062,3,Undirected
S0024,S0063,1,Undirected
S0024,S0065,2,Undirected
S0024,S0066,1,Undirected
S0024,S0067,2,Undirected
S0024,S0069,1,Undirected
S0024,S0070,1,Undirected
S0024,S0071,1,Undirected
S0024,S0074,1,Undirected
S0024,S0075,1,Undirected
S0024,S0080,1,Undirected
S0024,S0083,3,Undirected
S0024,S0084,1,Undirected
S0024,S0085,1,Undirected
S0024,S0087,1,Undirected
S0024,S0088,1,Undirected
S0024,S0089,1,Undirected
S0024,S0091,2,Undirected
S0024,S0095,2,Undirected
S0024,S0097,1,Undirected
S0024,S0098,1,Undirected
S0024,S0099,2,Undirected
S0024,S0101,1,Undirected
S0024,S0104,1,Undirected
S0024,S0105,2,Undirected
S0024,S0109,3,Undirected
S0024,S0110,2,Undirected
S0024,S0111,1,Undirected
S0024,S0112,2,Undirected
S0024,S0113,1,Undirected
S0024,S0114,1,Undirected
S0024,S0117,2,Undirected
S0024,S0120,1,Undirected
S0024,S0125,1,Undirected
S0024,S0127,1,Undirected
S0024,S0128,2,Undirected
S0024,S0130,1,Undirected
S0024,S0131,1,Undirected
S0024,S0132,2,Undirected
S0024,S0133,1,Undirected
S0024,S0136,2,Undirected
S0024,S0137,1,Undirected
S0024,S0138,1,Undirected
S0024,S0139,1,Undirected
S0024,S0140,1,Undirected
S0024,S0142,2,Undirected
S0024,S0143,2,Undirected
S0024,S0146,2,Undirected
S0024,S0148,3,Undirected
S0024,S0150,1,Undirected
S0024,S0151,1,Undirected
S0024,S0152,2,Undirected
S0024,S0154,1,Undirected
S0024,S0157,3,Undirected
S0024,S0158,2,Undirected
S0024,S0159,2,Undirected
S0024,S0163,2,Undirected
S0024,S0166,3,Undirected
S0024,S0168,1,Undirected
S0024,S0169,2,Undirected
S0024,S0172,1,Undirected
S0024,S0174,4,Undirected
S0024,S0177,1,Undirected
S0024,S0178,2,Undirected
S0024,S0179,4,Undirected
S0024,S0180,1,Undirected
S0024,S0181,1,Undirected
S0024,S0182,1,Undirected
S0024,S0183,1,Undirected
S0024,S0186,1,Undirected
S0024,S0187,1,Undirected
S0024,S0188,1,Undirected
S0024,S0190,1,Undirected
S0024,S0191,1,Undirected
S0024,S0194,1,Undirected
S0024,S0195,2,Undirected
S0024,S0197,1,Undirected
S0024,S0198,1,Undirected
S0024,S0200,1,Undirected
S0024,S0201,3,Undirected
S0024,S0202,2,Undirected
S0024,S0206,1,Undirected
S0024,S0207,1,Undirected
S0024,S0209,1,Undirected
S0024,S0211,2,Undirected
S0024,S0213,1,Undirected
S0024,S0214,1,Undirected
S0024,S0215,1,Undirected
S0024,S0216,1,Undirected
S0024,S0218,2,Undirected
S0024,S0220,2,Undirected
S0024,S0221,1,Undirected
S0024,S0224,1,Undirected
S0024,S0227,1,Undirected
S0024,S0229,1,Undirected
S0024,S0232,1,Undirected
S0024,S0233,2,Undirected
S0024,S0234,1,Undirected
S0024,S0236,1,Undirected
S0024,S0240,1,Undirected
S0024,S0241,1,Undirected
S0024,S0243,1,Undirected
S0024,S0245,2,Undirected
S0024,S0247,1,Undirected
S0024,S0249,2,Undirected
S0024,S0250,2,Undirected
S0025,S0026,2,Undirected
S0025,S0027,5,Undirected
S0025,S0028,1,Undirected
S0025,S0029,1,Undirected
S0025,S0030,1,Undirected
S0025,S0031,1,Undirected
S0025,S0032,3,Undirected
S0025,S0033,1,Undirected
S0025,S0034,3,Undirected
S0025,S0036,3,Undirected
S0025,S0037,1,Undirected
S0025,S0038,1,Undirected
S0025,S0040,4,Undirected
S0025,S0042,2,Undirected
S0025,S0043,1,Undirected
S0025,S0045,1,Undirected
S0025,S0046,3,Undirected
S0025,S0048,1,Undirected
S0025,S0050,2,Undirected
